,open,high,low,close,volume,adj_close
2026-04-29,866.04,869.0232,850.51,851.21,3904584,851.21
2026-04-30,898.78,945.4999,896.8,934.6,8236718,934.6
2026-05-01,948.95,984.45,943.8,963.33,4352441,963.33
2026-05-04,960.0,974.215,951.76,967.93,3696945,967.93
2026-05-05,971.885,992.8,964.41,988.87,2955528,988.87
2026-05-06,991.35,996.485,983.5,987.05,3921221,987.05
2026-05-07,985.37,989.0,967.1,974.96,3494856,974.96
2026-05-08,974.07,980.0,947.51,948.45,3559161,948.45
2026-05-11,949.0,995.0,943.26,966.99,3517454,966.99
2026-05-12,974.44,997.52,971.175,989.87,3037467,989.87
2026-05-13,994.75,1022.821,992.0,1015.75,3486425,1015.75
2026-05-14,1017.49,1018.17,996.01,1006.7,1751682,1006.7
2026-05-15,1006.98,1014.38,997.41,1004.92,2820726,1004.92
2026-05-18,1000.61,1003.0,978.87,988.09,2015971,988.09
2026-05-19,989.51,1021.8,984.6,1021.41,3796015,1021.41
2026-05-20,1024.99,1037.88,1003.69,1018.87,2780189,1018.87
2026-05-21,1024.3,1047.295,1022.0,1041.65,2705204,1041.65
2026-05-22,1049.81,1070.3399,1047.07,1065.0,3472924,1065.0
2026-05-26,1075.0,1082.0,1060.36,1064.74,2983414,1064.74
2026-05-27,1072.26,1093.0,1069.9,1082.92,2587481,1082.92
2026-05-28,1096.64,1149.1,1092.01,1126.8,4605822,1126.8
2026-05-29,1127.0,1132.66,1089.005,1105.0,4603028,1105.0
2026-06-01,1095.0,1106.17,1071.6,1082.2,2693447,1082.2
2026-06-02,1067.37,1078.22,1052.15,1064.15,2408537,1064.15
2026-06-03,1059.5,1093.2775,1053.51,1078.78,2655644,1078.78
2026-06-04,1108.6,1140.46,1101.62,1125.27,4046733,1125.27
2026-06-05,1142.97,1166.29,1131.03,1131.42,4069736,1131.42
