,open,high,low,close,volume,adj_close
2026-03-27,253.9,255.493,248.07,248.8,47899998,248.8
2026-03-30,250.07,250.87,245.51,246.63,39446213,246.63
2026-03-31,247.91,255.48,247.101,253.79,49598091,253.79
2026-04-01,254.08,256.18,253.33,255.63,40059432,255.63
2026-04-02,254.2,256.13,250.65,255.92,31289369,255.92
2026-04-06,256.51,262.16,256.46,258.86,29329911,258.86
2026-04-07,256.155,256.2,245.7,253.5,62148008,253.5
2026-04-08,258.45,259.7499,256.53,258.9,41032772,258.9
2026-04-09,259.0,261.12,256.07,260.49,28121574,260.49
2026-04-10,259.98,262.19,259.0231,260.48,31291473,260.48
2026-04-13,259.73,260.18,256.66,259.2,36234698,259.2
2026-04-14,259.245,261.93,257.19,258.83,48370710,258.83
2026-04-15,258.16,266.56,257.81,266.43,49913510,266.43
2026-04-16,266.8,267.16,261.27,263.4,43323112,263.4
2026-04-17,266.96,272.3,266.72,270.23,61436228,270.23
2026-04-20,270.33,274.275,270.29,273.05,36590169,273.05
2026-04-21,271.5,272.8,265.4,266.17,50209755,266.17
2026-04-22,267.82,273.74,266.87,273.17,43249204,273.17
2026-04-23,275.045,275.77,271.65,273.43,33399639,273.43
2026-04-24,272.755,273.06,269.65,271.06,38157110,271.06
2026-04-27,266.09,268.36,265.07,267.61,41466762,267.61
2026-04-28,272.335,273.23,268.66,270.71,40018940,270.71
2026-04-29,267.55,271.04,267.04,270.17,30047869,270.17
2026-04-30,270.5,276.0,268.14,271.35,91848230,271.35
2026-05-01,278.855,287.22,278.37,280.14,79915442,280.14
2026-05-04,279.655,280.63,274.8601,276.83,46668401,276.83
2026-05-05,276.925,284.57,276.501,284.18,49311712,284.18
2026-05-06,281.915,288.03,281.07,287.51,58336072,287.51
2026-05-07,289.27,292.13,285.78,287.44,45224300,287.44
2026-05-08,290.01,294.76,290.0,293.32,52692761,293.32
2026-05-11,291.979,293.88,290.23,292.68,42247285,292.68
2026-05-12,292.56,295.27,292.56,294.8,45748129,294.8
2026-05-13,293.5,300.92,293.5,298.87,52684260,298.87
2026-05-14,299.82,300.45,295.38,298.21,35324922,298.21
2026-05-15,297.9,303.2,296.52,300.23,54862836,300.23
2026-05-18,300.24,300.66,294.91,297.84,34482959,297.84
2026-05-19,296.97,300.51,296.35,298.97,42243561,298.97
2026-05-20,298.18,302.8,298.08,302.25,37307876,302.25
2026-05-21,301.055,305.54,300.4,304.99,42965126,304.99
2026-05-22,306.12,311.4,305.84,308.82,43670223,308.82
2026-05-26,309.56,311.82,307.67,308.33,48000493,308.33
2026-05-27,308.33,313.26,308.3,310.85,50430919,310.85
2026-05-28,310.68,312.8,309.57,312.51,48220390,312.51
2026-05-29,311.775,315.0,309.53,312.06,70026752,312.06
2026-06-01,309.625,310.94,305.02,306.31,48849933,306.31
2026-06-02,307.46,315.45,306.685,315.2,44186950,315.2
