,open,high,low,close,volume,adj_close
2026-01-14,348.97,350.69,334.42,339.89,30094734,339.89
2026-01-15,349.12,349.68,341.67,343.02,22218787,343.02
2026-01-16,346.265,354.51,344.05,351.71,31291206,351.71
2026-01-20,344.1,345.4,331.8,332.6,31888371,332.6
2026-01-21,335.505,335.8,324.2001,328.8,32006555,328.8
2026-01-22,335.35,336.99,324.89,325.49,24275398,325.49
2026-01-23,319.3,321.99,314.11,320.05,30259482,320.05
2026-01-26,319.8,328.68,317.6,324.85,25006396,324.85
2026-01-27,329.76,334.76,327.02,332.79,23634625,332.79
2026-01-28,338.85,339.99,326.7,333.24,23001670,333.24
2026-01-29,332.56,335.95,320.28,330.73,20447467,330.73
2026-01-30,332.44,338.2,328.33,331.3,28313039,331.3
2026-02-02,326.11,336.055,325.75,331.11,17278166,331.11
2026-02-03,336.74,338.9,308.65,320.33,36489438,320.33
2026-02-04,319.51,319.51,295.3,308.05,43330322,308.05
2026-02-05,314.335,326.53,306.7001,310.51,42775810,310.51
2026-02-06,320.1,335.0,316.3,332.92,33003432,332.92
2026-02-09,330.77,352.34,330.65,343.94,30091014,343.94
2026-02-10,347.47,348.01,339.84,340.44,19542682,340.44
2026-02-11,346.8,347.2,333.74,342.76,17004712,342.76
2026-02-12,343.83,346.29,329.56,331.17,22007269,331.17
2026-02-13,329.85,334.32,324.69,325.17,18397161,325.17
2026-02-17,319.675,335.75,316.31,332.54,23469727,332.54
2026-02-18,329.52,337.88,327.23,333.51,13565299,333.51
2026-02-19,333.01,338.44,329.68,333.99,15180877,333.99
2026-02-20,332.355,340.11,329.58,332.65,17658930,332.65
2026-02-23,332.25,338.5,325.32,330.34,16472389,330.34
2026-02-24,322.54,328.305,314.45,325.49,23614368,325.49
2026-02-25,330.74,335.91,329.28,332.31,20182314,332.31
2026-02-26,326.5,326.575,307.93,321.7,33025280,321.7
2026-02-27,310.7,320.0,310.0,319.55,28004177,319.55
2026-03-02,309.36,320.04,307.2,318.82,20567227,318.82
2026-03-03,313.0,315.88,307.4,313.84,20826179,313.84
2026-03-04,315.68,322.64,311.74,317.53,34895801,317.53
2026-03-05,330.175,336.12,323.03,332.77,57076634,332.77
2026-03-06,328.28,343.51,327.404,330.48,39152159,330.48
2026-03-09,327.25,348.49,323.6101,345.75,40605821,345.75
2026-03-10,348.73,353.14,340.8,342.58,29531698,342.58
2026-03-11,342.59,345.81,338.22,341.57,20104102,341.57
2026-03-12,337.74,339.83,332.2,335.97,21982746,335.97
2026-03-13,337.68,338.32,321.43,322.16,34724950,322.16
2026-03-16,326.02,329.2,320.06,324.92,31363086,324.92
2026-03-17,325.76,327.44,317.25,321.31,38026497,321.31
2026-03-18,320.425,325.44,315.55,315.93,25460596,315.93
2026-03-19,312.47,323.27,308.51,319.84,23524816,319.84
2026-03-20,320.12,321.51,309.92,310.51,43325937,310.51
2026-03-23,318.0,326.48,314.93,322.51,27369188,322.51
2026-03-24,320.0,324.3999,314.84,318.29,19799006,318.29
2026-03-25,322.59,324.3,316.719,318.81,19899988,318.81
2026-03-26,314.02,316.92,309.17,309.415,20343712,309.415
2026-03-27,307.06,307.5,298.87,300.68,23593929,300.68
2026-03-30,300.87,304.77,289.96,293.41,28054452,293.41
2026-03-31,299.39,310.31,296.335,309.51,29289516,309.51
2026-04-01,313.365,315.79,310.48,313.49,19171020,313.49
2026-04-02,304.49,314.69,301.7485,314.55,14021076,314.55
2026-04-06,315.06,316.4,310.28,314.43,12111344,314.43
2026-04-07,326.73,334.15,321.8,333.97,33310926,333.97
2026-04-08,351.75,354.14,342.53,350.63,31573114,350.63
2026-04-09,352.3,358.7,351.5,354.91,20514938,354.91
2026-04-10,360.94,376.55,360.82,371.55,29958080,371.55
2026-04-13,369.66,380.86,369.48,379.75,24115842,379.75
2026-04-14,377.9,382.28,376.32,380.78,24423034,380.78
2026-04-15,389.88,397.08,385.57,396.72,29559299,396.72
2026-04-16,395.0,399.68,392.35,398.47,18872895,398.47
2026-04-17,400.9,406.725,399.81,406.54,20581701,406.54
2026-04-20,405.7,406.42,395.9,399.63,16922033,399.63
2026-04-21,399.41,403.6,394.57,402.17,16275473,402.17
2026-04-22,406.98,423.2,404.86,422.65,23702546,422.65
2026-04-23,422.39,429.31,417.8,419.94,19501553,419.94
2026-04-24,424.98,425.0,408.86,422.76,22491076,422.76
2026-04-27,420.475,422.75,414.63,418.2,17451598,418.2
2026-04-28,400.305,405.81,394.65,399.83,25519212,399.83
2026-04-29,403.5,405.64,396.78,405.45,15962458,405.45
2026-04-30,415.52,418.38,404.2301,417.43,21821575,417.43
2026-05-01,415.092,423.17,413.28,421.28,11882589,421.28
2026-05-04,418.215,423.83,409.53,416.5,15140433,416.5
2026-05-05,421.66,433.39,419.35,427.36,21175177,427.36
2026-05-06,435.56,437.68,417.78,425.44,20707022,425.44
2026-05-07,421.82,426.49,406.3,412.56,22791741,412.56
2026-05-08,419.8,435.0,414.0,430.0,22561421,430.0
2026-05-11,427.615,433.6463,425.0501,428.43,16825489,428.43
2026-05-12,423.43,429.34,408.41,419.3,19004345,419.3
2026-05-13,415.805,418.63,404.8,416.79,16981163,416.79
2026-05-14,416.73,442.36,415.59,439.79,19733760,439.79
2026-05-15,432.81,432.81,419.8,425.19,18957093,425.19
2026-05-18,421.41,422.01,414.37,420.71,17863287,420.71
2026-05-19,409.815,417.9499,405.86,411.07,20652068,411.07
2026-05-20,412.81,424.17,411.42,417.76,15740503,417.76
2026-05-21,413.55,422.25,410.5,414.57,16865293,414.57
2026-05-22,417.49,419.99,410.21,414.14,14086441,414.14
2026-05-26,418.5,435.31,417.0,422.01,22562895,422.01
2026-05-27,425.07,432.8,416.49,421.86,17601013,421.86
2026-05-28,421.14,429.68,414.01,426.58,17855573,426.58
2026-05-29,432.95,448.9,431.4707,446.77,41798353,446.77
2026-06-01,450.09,466.05,442.22,459.97,30585993,459.97
2026-06-02,488.79,488.82,470.459,481.57,38306651,481.57
2026-06-03,494.775,495.0,472.64,479.23,50126446,479.23
2026-06-04,408.99,426.48,403.0101,418.91,80979446,418.91
2026-06-05,407.605,410.5,385.59,385.73,51146089,385.73
2026-06-08,402.62,402.838,391.35,396.6,36367928,396.6
