,open,high,low,close,volume,adj_close
2026-03-04,299.99,301.0,295.82,299.39,8055673,299.39
2026-03-05,297.98,301.24,292.43,293.55,12732488,293.55
2026-03-06,286.34,289.99,283.71,289.48,13496526,289.48
2026-03-09,285.5,291.0999,280.45,289.92,12241052,289.92
2026-03-10,289.29,292.75,287.18,288.73,8344876,288.73
2026-03-11,288.81,290.4825,284.86,287.52,10204994,287.52
2026-03-12,282.83,283.88,279.1,282.89,13760505,282.89
2026-03-13,284.665,287.19,282.95,283.44,9091183,283.44
2026-03-16,286.34,289.2699,284.61,286.16,8149008,286.16
2026-03-17,289.0,291.76,285.95,286.89,8961193,286.89
2026-03-18,286.83,289.405,285.1223,287.74,10057039,287.74
2026-03-19,286.88,289.51,284.62,287.97,9846696,287.97
2026-03-20,288.08,290.71,285.27,286.56,22436492,286.56
2026-03-23,294.31,295.75,287.97,289.91,11470841,289.91
2026-03-24,286.17,295.48,285.3701,292.4,11092328,292.4
2026-03-25,294.15,297.64,292.44,295.42,12188164,295.42
2026-03-26,292.58,294.9899,290.73,291.66,8669196,291.66
2026-03-27,289.14,290.11,281.75,282.84,9873292,282.84
2026-03-30,284.74,287.25,282.33,283.77,11734351,283.77
2026-03-31,288.47,295.072,284.945,294.16,12956879,294.16
2026-04-01,295.39,298.72,292.91,295.38,11267167,295.38
2026-04-02,291.91,295.62,288.72,294.6,6669252,294.6
2026-04-06,294.06,296.83,293.195,295.45,7142621,295.45
2026-04-07,293.14,298.18,292.6982,297.4,7849083,297.4
2026-04-08,307.97,311.26,305.33,307.97,10590165,307.97
2026-04-09,306.95,311.26,306.11,310.33,6586601,310.33
2026-04-10,310.0,310.35,306.72,309.87,6069693,309.87
2026-04-13,307.47,313.74,305.4571,313.68,8318221,313.68
2026-04-14,309.82,314.32,308.87,311.12,11455513,311.12
2026-04-15,313.95,314.24,304.26,305.93,9885824,305.93
2026-04-16,305.35,309.95,305.2,309.95,8208612,309.95
2026-04-17,312.47,314.9,310.09,310.29,11082391,310.29
2026-04-20,310.85,317.13,310.37,316.99,10772003,316.99
2026-04-21,317.49,320.235,312.75,313.0,7084264,313.0
2026-04-22,314.85,315.1486,311.9404,313.02,5545909,313.02
2026-04-23,313.52,314.99,308.89,311.69,6969656,311.69
2026-04-24,311.15,311.15,307.89,308.28,5215321,308.28
2026-04-27,306.88,312.58,306.88,311.63,7925317,311.63
2026-04-28,315.2,315.45,311.17,311.45,7398596,311.45
2026-04-29,310.57,312.045,307.29,309.25,8031805,309.25
2026-04-30,307.07,314.1,306.57,313.23,8865387,313.23
2026-05-01,313.95,316.08,311.83,312.47,6135359,312.47
2026-05-04,310.62,310.65,306.51,307.65,7338179,307.65
2026-05-05,307.71,310.97,306.8,309.4,6316845,309.4
2026-05-06,311.45,316.2595,311.35,314.9,8629538,314.9
2026-05-07,314.65,316.3,306.14,306.27,8359599,306.27
2026-05-08,308.25,308.99,300.5,302.1,9464267,302.1
2026-05-11,302.1,303.19,298.88,300.0,9511957,300.0
2026-05-12,300.02,306.0624,295.55,304.88,9498214,304.88
2026-05-13,302.27,303.0,300.0709,300.25,7709525,300.25
2026-05-14,302.25,303.7504,298.81,299.91,7364315,299.91
2026-05-15,300.205,300.79,296.45,297.81,8699281,297.81
2026-05-18,298.0,301.26,297.22,300.73,7546296,300.73
2026-05-19,301.09,301.79,295.26,295.7,8066927,295.7
2026-05-20,296.7,302.925,293.67,301.98,9281374,301.98
2026-05-21,301.23,303.975,300.21,303.0,7874388,303.0
2026-05-22,304.68,307.45,303.84,306.38,5978568,306.38
2026-05-26,308.49,309.93,305.44,306.74,7731840,306.74
2026-05-27,305.0,305.9,295.75,299.28,11785439,299.28
2026-05-28,297.57,301.07,295.75,296.73,9766204,296.73
2026-05-29,296.4,299.88,295.195,299.31,13973665,299.31
2026-06-01,297.69,299.55,295.27,296.58,7889155,296.58
