,open,high,low,close,volume,adj_close
2026-01-07,331.14,332.1499,324.6,326.99,9815240,326.99
2026-01-08,326.39,331.4,325.65,329.79,11737068,329.79
2026-01-09,329.34,331.9,328.17,329.19,6738143,329.19
2026-01-12,321.884,326.02,321.23,324.49,12805062,324.49
2026-01-13,324.3,326.86,310.572,310.9,19371171,310.9
2026-01-14,308.2,311.76,306.12,307.87,25951464,307.87
2026-01-15,308.47,312.94,307.75,309.26,14751447,309.26
2026-01-16,310.35,317.21,310.0,312.47,14652508,312.47
2026-01-20,306.21,311.15,301.86,302.74,12670888,302.74
2026-01-21,303.425,305.4,301.15,302.04,10270144,302.04
2026-01-22,304.86,308.2,302.9,303.63,10535822,303.63
2026-01-23,302.0,302.37,296.51,297.72,11107925,297.72
2026-01-26,297.81,301.775,297.45,301.04,11752666,301.04
2026-01-27,301.33,301.97,298.15,300.31,11328683,300.31
2026-01-28,300.27,301.92,298.05,300.77,9556743,300.77
2026-01-29,302.4,306.83,302.215,306.42,11579987,306.42
2026-01-30,305.25,307.93,302.555,305.89,11953180,305.89
2026-02-02,304.46,309.3,301.37,308.14,9839360,308.14
2026-02-03,309.73,316.25,309.095,314.85,11022015,314.85
2026-02-04,314.405,319.305,314.405,317.27,9848802,317.27
2026-02-05,315.0,316.01,305.54,310.16,9387999,310.16
2026-02-06,314.71,324.245,314.71,322.4,17797443,322.4
2026-02-09,321.34,326.4,320.1149,322.1,11477473,322.1
2026-02-10,322.55,326.125,315.1201,318.28,9902224,318.28
2026-02-11,323.24,325.28,308.7301,310.82,8703519,310.82
2026-02-12,312.28,313.62,300.02,302.64,13443363,302.64
2026-02-13,298.52,304.29,296.52,302.55,9114526,302.55
2026-02-17,302.76,308.24,302.5,307.13,8896753,307.13
2026-02-18,308.46,312.28,307.22,308.78,7209556,308.78
2026-02-19,307.17,309.18,305.12,308.05,6737705,308.05
2026-02-20,308.4,311.0,305.68,310.79,7792735,310.79
2026-02-23,308.8,311.0,295.1,297.67,12955428,297.67
2026-02-24,296.82,299.75,291.38,297.3,13554127,297.3
2026-02-25,298.64,303.6599,297.01,303.3,8095520,303.3
2026-02-26,304.58,309.01,303.64,306.13,7007804,306.13
2026-02-27,300.0,302.95,294.45,300.3,18620786,300.3
2026-03-02,294.81,299.9799,293.21,297.56,8508910,297.56
2026-03-03,292.285,302.39,289.5,300.26,10278216,300.26
